
"nodeName", "library", "inputType", "completeName", "summary"
"Math.Abs","M:DSCore","System.Int64","M:DSCore.Math.Abs(System.Int64)","Finds the absolute value of a number."
"Math.Acos","M:DSCore","System.Double","M:DSCore.Math.Acos(System.Double)","Finds the inverse cosine, the angle whose cosine is the given ratio."
"Math.Asin","M:DSCore","System.Double","M:DSCore.Math.Asin(System.Double)","Finds the inverse sine, the angle whose sine is the given ratio."
"Math.Atan","M:DSCore","System.Double","M:DSCore.Math.Atan(System.Double)","Finds the inverse tangent, the angle whose tangent is the given ratio."
"Math.Atan2","M:DSCore","System.Double,System.Double","M:DSCore.Math.Atan2(System.Double,System.Double)","Finds the inverse tangent of quotient of two numbers. Returns the anglewhose tangent is the ratio: numerator/denominator."
"Math.Ceiling","M:DSCore","System.Double","M:DSCore.Math.Ceiling(System.Double)","Returns the first integer greater than the number"
"Math.Cos","M:DSCore","System.Double","M:DSCore.Math.Cos(System.Double)","Finds the cosine of an angle."
"Math.Cosh","M:DSCore","System.Double","M:DSCore.Math.Cosh(System.Double)","Finds the hyperbolic cosine of an angle (radians)."
"Math.DivRem","M:DSCore","System.Int64,System.Int64","M:DSCore.Math.DivRem(System.Int64,System.Int64)","Finds the remainder of dividend/divisor."
"Math.EvaluateFormula","M:DSCore","System.String,System.String[],System.Object[]","M:DSCore.Math.EvaluateFormula(System.String,System.String[],System.Object[])","Evaluates an NCalc formula with given parameter mappings."
"Math.Exp","M:DSCore","System.Double","M:DSCore.Math.Exp(System.Double)","Returns the exponential of the number, the constant e raised to the value number."
"Math.Floor","M:DSCore","System.Double","M:DSCore.Math.Floor(System.Double)","Returns the first integer smaller than the number."
"Math.Log","M:DSCore","System.Double","M:DSCore.Math.Log(System.Double)","Finds the natural logarithm of a number in the range (0, ∞)."
"Math.Log","M:DSCore","System.Double,System.Double","M:DSCore.Math.Log(System.Double,System.Double)","Finds the logarithm of a number with the specified base."
"Math.Log10","M:DSCore","System.Double","M:DSCore.Math.Log10(System.Double)","Finds the base-10 logarithm of a number."
"Math.Max","M:DSCore","System.Double,System.Double","M:DSCore.Math.Max(System.Double,System.Double)","Returns the greater of two numbers."
"Math.Max","M:DSCore","System.Int64,System.Int64","M:DSCore.Math.Max(System.Int64,System.Int64)","Returns the greater of two numbers."
"Math.Min","M:DSCore","System.Double,System.Double","M:DSCore.Math.Min(System.Double,System.Double)","Returns the lesser of two numbers."
"Math.Min","M:DSCore","System.Int64,System.Int64","M:DSCore.Math.Min(System.Int64,System.Int64)","Returns the lesser of two numbers."
"Math.Pow","M:DSCore","System.Double,System.Double","M:DSCore.Math.Pow(System.Double,System.Double)","Raises a number to the specified power."
"Math.Rand","M:DSCore","","M:DSCore.Math.Rand","Produce a random number in the range [0, 1)."
"Math.Round","M:DSCore","System.Double","M:DSCore.Math.Round(System.Double)","Rounds a number to the closest integral value.Note that this method returns a double-precision floating-point number instead of an integral type."
"Math.Round","M:DSCore","System.Double,System.Int32","M:DSCore.Math.Round(System.Double,System.Int32)","Rounds a number to a specified number of fractional digits. "
"Math.Sign","M:DSCore","System.Double","M:DSCore.Math.Sign(System.Double)","Returns the sign of the number: -1, 0, or 1."
"Math.Sign","M:DSCore","System.Int64","M:DSCore.Math.Sign(System.Int64)","Returns the sign of the number: -1, 0, or 1."
"Math.Sin","M:DSCore","System.Double","M:DSCore.Math.Sin(System.Double)","Finds the sine of an angle."
"Math.Sinh","M:DSCore","System.Double","M:DSCore.Math.Sinh(System.Double)","Finds the hyperbolic sine of an angle (radians)."
"Math.Sqrt","M:DSCore","System.Double","M:DSCore.Math.Sqrt(System.Double)","Finds the positive square root of a number in the range [0, ∞)."
"Math.Tan","M:DSCore","System.Double","M:DSCore.Math.Tan(System.Double)","Finds the tangent of an angle."
"Math.Tanh","M:DSCore","System.Double","M:DSCore.Math.Tanh(System.Double)","Finds the hyperbolic tangent of an angle (radians)."
"Math.Sum","M:DSCore","System.Collections.Generic.IEnumerable{System.Double}","M:DSCore.Math.Sum(System.Collections.Generic.IEnumerable{System.Double})"," Find the sum of a series of numbers"
"Math.Factorial","M:DSCore","System.Int64","M:DSCore.Math.Factorial(System.Int64)","Finds the factorial result of a positive integer."
"Math.Xor","M:DSCore","System.Boolean,System.Boolean","M:DSCore.Math.Xor(System.Boolean,System.Boolean)","Boolean XOR: Returns true if and only if exactly one of the inputs is true."
"Object","T:DSCore","","T:DSCore.Object","Generic functions that operate on all data."
"Object.IsNull","M:DSCore","System.Object","M:DSCore.Object.IsNull(System.Object)","Determines the if the given object is null."
"Object.Identity","M:DSCore","System.Object","M:DSCore.Object.Identity(System.Object)","Returns what is passed in, doing nothing."
"Object.Type","M:DSCore","System.Object","M:DSCore.Object.Type(System.Object)","Returns the type of object represented as string."
"Properties.Resources","T:DSCore","","T:DSCore.Properties.Resources","A strongly-typed resource class, for looking up localized strings, etc."
"Properties.Resources.ResourceManager","P:DSCore","","P:DSCore.Properties.Resources.ResourceManager","Returns the cached ResourceManager instance used by this class."
"Properties.Resources.Culture","P:DSCore","","P:DSCore.Properties.Resources.Culture","Overrides the current thread's CurrentUICulture property for allresource lookups using this strongly typed resource class."
"Properties.Resources.EnumDateOfWeekFriday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekFriday","Looks up a localized string similar to Friday."
"Properties.Resources.EnumDateOfWeekMonday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekMonday","Looks up a localized string similar to Monday."
"Properties.Resources.EnumDateOfWeekSaturday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekSaturday","Looks up a localized string similar to Saturday."
"Properties.Resources.EnumDateOfWeekSunday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekSunday","Looks up a localized string similar to Sunday."
"Properties.Resources.EnumDateOfWeekThursday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekThursday","Looks up a localized string similar to Thursday."
"Properties.Resources.EnumDateOfWeekTuesday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekTuesday","Looks up a localized string similar to Tuesday."
"Properties.Resources.EnumDateOfWeekWednesday","P:DSCore","","P:DSCore.Properties.Resources.EnumDateOfWeekWednesday","Looks up a localized string similar to Wednesday."
"Properties.Resources.ExportToCSVObsolete","P:DSCore","","P:DSCore.Properties.Resources.ExportToCSVObsolete","Looks up a localized string similar to Use Data.ExportCSV node instead."
"Properties.Resources.FactorialNegativeInt","P:DSCore","","P:DSCore.Properties.Resources.FactorialNegativeInt","Looks up a localized string similar to The input value of Math.Factorial cannot be negative.."
"Properties.Resources.FactorialOverflow","P:DSCore","","P:DSCore.Properties.Resources.FactorialOverflow","Looks up a localized string similar to The return value of Math.Factorial is out of range.."
"Properties.Resources.FindPointsWithinRadiusNullPointMessage","P:DSCore","","P:DSCore.Properties.Resources.FindPointsWithinRadiusNullPointMessage","Looks up a localized string similar to You must provide a center point.."
"Properties.Resources.FindPointsWithinRadiusSearchRadiusMessage","P:DSCore","","P:DSCore.Properties.Resources.FindPointsWithinRadiusSearchRadiusMessage","Looks up a localized string similar to The search radius cannot be zero.."
"Properties.Resources.FromObjectObsolete","P:DSCore","","P:DSCore.Properties.Resources.FromObjectObsolete","Looks up a localized string similar to This node is obsolete, please use ""String from Object""."
"Properties.Resources.InvalidKeysErrorMessage","P:DSCore","","P:DSCore.Properties.Resources.InvalidKeysErrorMessage","Looks up a localized string similar to One or more input types are not matching. Lists as keys are not supported.."
"Properties.Resources.InvalidKeysLenghtErrorMessage","P:DSCore","","P:DSCore.Properties.Resources.InvalidKeysLenghtErrorMessage","Looks up a localized string similar to Number of items does not match the number of keys.."
"Properties.Resources.LoadImageFromPathObsolete","P:DSCore","","P:DSCore.Properties.Resources.LoadImageFromPathObsolete","Looks up a localized string similar to Use File.FromPath ->Image.ReadFromFile nodes instead."
"Properties.Resources.ObjectArgumentExceptionMessage","P:DSCore","","P:DSCore.Properties.Resources.ObjectArgumentExceptionMessage","Looks up a localized string similar to Object cannot be null, please provide appropriate value.."
"Properties.Resources.QuadtreeConstructionEmptyUVSetMessage","P:DSCore","","P:DSCore.Properties.Resources.QuadtreeConstructionEmptyUVSetMessage","Looks up a localized string similar to You cannot construct a quadtree from an empty set of points.."
"Properties.Resources.QuadtreeConstructionNullUVSetMessage","P:DSCore","","P:DSCore.Properties.Resources.QuadtreeConstructionNullUVSetMessage","Looks up a localized string similar to A Quadtree cannot be constructed from a null set of UVs.."
"Properties.Resources.ReadImageObsolete","P:DSCore","","P:DSCore.Properties.Resources.ReadImageObsolete","Looks up a localized string similar to Use File.FromPath ->Image.ReadFromFile ->Image.Pixels nodes instead."
"Properties.Resources.ReadTextObsolete","P:DSCore","","P:DSCore.Properties.Resources.ReadTextObsolete","Looks up a localized string similar to Use File.FromPath ->File.ReadText nodes instead.."
"Properties.Resources.StringRemoveCountOutOfRangeMessage","P:DSCore","","P:DSCore.Properties.Resources.StringRemoveCountOutOfRangeMessage","Looks up a localized string similar to Count is out of range!."
"Properties.Resources.StringRemoveStartIndexOutOfRangeMessage","P:DSCore","","P:DSCore.Properties.Resources.StringRemoveStartIndexOutOfRangeMessage","Looks up a localized string similar to StartIndex is out of range!."
"Properties.Resources.StringToNumberInvalidNumberMessage","P:DSCore","","P:DSCore.Properties.Resources.StringToNumberInvalidNumberMessage","Looks up a localized string similar to Not a valid number.."
"Properties.Resources.WebRequestNullUrlMessage","P:DSCore","","P:DSCore.Properties.Resources.WebRequestNullUrlMessage","Looks up a localized string similar to The url cannot be null.."
"Properties.Resources.WriteImageObsolete","P:DSCore","","P:DSCore.Properties.Resources.WriteImageObsolete","Looks up a localized string similar to Use Image.WriteToFile node instead."
"Quadtree.ByUVs","M:DSCore","System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.UV}","M:DSCore.Quadtree.ByUVs(System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.UV})","Construct a Quadtree encompassing the (0,0)->(1,1) domain."
"Quadtree.FindPointsWithinRadius","M:DSCore","Autodesk.DesignScript.Geometry.UV,System.Double","M:DSCore.Quadtree.FindPointsWithinRadius(Autodesk.DesignScript.Geometry.UV,System.Double)","Find all quadtree points (UVs) in the quadtree within a radius of the given UV location."
"Node.Split","M:DSCore","","M:DSCore.Node.Split","Splite a node into four quadrants."
"UVRect","T:DSCore","","T:DSCore.UVRect","Helper class used to define a Rectangle describedby a minimum and a maximum UV."
"UVExtensions","T:DSCore","","T:DSCore.UVExtensions","Extensions methods for UVs."
"Sorting","T:DSCore","","T:DSCore.Sorting","Utility methods for sorting by keys. These should be suppressed from becoming nodes, insteadthey will be wrapped by DS implementations that accept a key mapping function."
"String","T:DSCore","","T:DSCore.String","Methods for managing strings."
"String.ToNumber","M:DSCore","System.String","M:DSCore.String.ToNumber(System.String)","Converts a string to an integer or a double."
"String.Concat","M:DSCore","System.String[]","M:DSCore.String.Concat(System.String[])","Concatenates multiple strings into a single string."
"String.Length","M:DSCore","System.String","M:DSCore.String.Length(System.String)","Returns the number of characters contained in the given string."
"String.Split","M:DSCore","System.String,System.String[]","M:DSCore.String.Split(System.String,System.String[])","Divides a single string into a list of strings, with divisionsdetermined by the given separater strings."
"String.Join","M:DSCore","System.String,System.String[]","M:DSCore.String.Join(System.String,System.String[])","Concatenates multiple strings into a single string, inserting the givenseparator between each joined string."
"String.ToUpper","M:DSCore","System.String","M:DSCore.String.ToUpper(System.String)","Converts the given string to all uppercase characters."
"String.ToLower","M:DSCore","System.String","M:DSCore.String.ToLower(System.String)","Converts the given string to all lowercase characters."
"String.ChangeCase","M:DSCore","System.String,System.Boolean","M:DSCore.String.ChangeCase(System.String,System.Boolean)","Converts the given string to all uppercase characters or alllowercase characters based on a boolean parameter."
"String.Substring","M:DSCore","System.String,System.Int32,System.Int32","M:DSCore.String.Substring(System.String,System.Int32,System.Int32)","Retrieves a substring from the given string. The substring starts at the givencharacter position and has the given length."
"String.Contains","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.Contains(System.String,System.String,System.Boolean)","Determines if the given string contains the given substring."
"String.CountOccurrences","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.CountOccurrences(System.String,System.String,System.Boolean)","Counts the number of non-overlapping occurrences of a substring inside a given string."
"String.Replace","M:DSCore","System.String,System.String,System.String","M:DSCore.String.Replace(System.String,System.String,System.String)","Replaces all occurrances of text in a string with other text."
"String.EndsWith","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.EndsWith(System.String,System.String,System.Boolean)","Determines if the given string ends with the given substring."
"String.StartsWith","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.StartsWith(System.String,System.String,System.Boolean)","Determines if the given string starts with the given substring."
"String.TrimWhitespace","M:DSCore","System.String","M:DSCore.String.TrimWhitespace(System.String)","Removes all whitespace from the start and end of the given string."
"String.TrimLeadingWhitespace","M:DSCore","System.String","M:DSCore.String.TrimLeadingWhitespace(System.String)","Removes all whitespace from the start of the given string."
"String.TrimTrailingWhitespace","M:DSCore","System.String","M:DSCore.String.TrimTrailingWhitespace(System.String)","Removes all whitespace from the end of the given string."
"String.IndexOf","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.IndexOf(System.String,System.String,System.Boolean)","Finds the zero-based index of the first occurrence of a sub-string inside a string.Returns -1 if no index could be found."
"String.LastIndexOf","M:DSCore","System.String,System.String,System.Boolean","M:DSCore.String.LastIndexOf(System.String,System.String,System.Boolean)","Finds the zero-based index of the last occurrence of a sub-string inside a string.Returns -1 if no index could be found."
"String.PadLeft","M:DSCore","System.String,System.Int32,System.String","M:DSCore.String.PadLeft(System.String,System.Int32,System.String)","Right-aligns the characters in the given string by padding them with spaces on the left,for a specified total length."
"String.PadRight","M:DSCore","System.String,System.Int32,System.String","M:DSCore.String.PadRight(System.String,System.Int32,System.String)","Left-aligns the characters in the given string by padding them with spaces on the right,for a specified total length."
"String.Center","M:DSCore","System.String,System.Int32,System.String","M:DSCore.String.Center(System.String,System.Int32,System.String)","Increases the width of a string by encasing the original characters with spaces oneither side."
"String.Insert","M:DSCore","System.String,System.Int32,System.String","M:DSCore.String.Insert(System.String,System.Int32,System.String)","Inserts a string into another string at a given index."
"String.Remove","M:DSCore","System.String,System.Int32,System.Nullable{System.Int32}","M:DSCore.String.Remove(System.String,System.Int32,System.Nullable{System.Int32})","Removes characters from a string."
"Thread","T:DSCore","","T:DSCore.Thread","Functions for manipulating evaluation threads."
"Thread.Pause","M:DSCore","System.Object,System.Int32","M:DSCore.Thread.Pause(System.Object,System.Int32)","Pauses the current evaluation thread for a given amount of time."
